2021/05/02,苗栗白沙屯拱天宮,苗栗縣通霄鎭8號,24.4912805,120.684249
2021/05/02,後龍乾富宮,苗栗縣後龍鎭龍津里176號,24.6039535,120.7743613
2021/05/02,土城古都餐廳,新北市土城區中華路二段257號,24.9714284,121.4400414
2021/05/02,鴻達茶藝館,臺北市萬華區三水街112號,25.0361044,121.4981165
2021/05/03,鴻達茶藝館,臺北市萬華區三水街112號,25.0361044,121.4981165
2021/05/04,鴻達茶藝館,臺北市萬華區三水街113號,25.036193,121.5007249
2021/05/05,鴻達茶藝館,臺北市萬華區三水街113號,25.036193,121.5007249
2021/05/06,鴻達茶藝館,臺北市萬華區三水街113號,25.036193,121.5007249
2021/05/07,基隆信義市場,,25.1296491,121.7526096
2021/05/07,鴻達茶藝館,臺北市萬華區三水街113號 ,25.036193,121.5007249
2021/05/07,良食小吃店,臺北市萬華區廣州街186巷10號 ,25.0362396,121.4984589
2021/05/07,珠海飮酒店（珠海淸茶館） ,臺北市萬華區3水街131號1樓,25.0362253,121.4980199
2021/05/07,美金飮酒店,臺北市萬華區靑山里三水街110號,25.0360985,121.4981758
2021/05/07,靑龍宮,,25.0288302,121.4924606
2021/05/07,鹿港竹安宮,,24.0796104,120.4560019
2021/05/07,芳苑普天宮,,23.9291478,120.316697
2021/05/07,北港朝天宮,,23.5678056,120.3046447
2021/05/07,布袋家應廟,,23.3270048,120.1603792
2021/05/07,新塭嘉應廟,,23.3270048,120.1603792
2021/05/07,南鯤鯓,,23.2860869,120.143135
2021/05/08,南鯤鯓,,23.2860869,120.143135
2021/05/08,嘉應廟沖水路,,23.3270048,120.1603792
2021/05/08,桃園龍潭儷宴餐廳,,24.8650925,121.2219698
2021/05/08,靑龍宮,,25.0288302,121.4924606
2021/05/08,小峨嵋川菜館,基隆市中正區義一路58號,25.1329798,121.7458122
2021/05/08,鴻達茶藝館,臺北市萬華區三水街113號,25.036193,121.5007249
2021/05/08,良食小吃店,臺北市萬華區廣州街186巷10號,25.0362396,121.4984589
2021/05/08,美金飲酒店,臺北市萬華區靑山里三水街110號,25.0360985,121.4981758
2021/05/09,銀河百家樂,宜蘭縣羅東鎭中正北路42號2樓,24.6795451,121.772005
2021/05/09,巨城電玩,宜蘭縣礁溪鄕信義路34巷17號,24.8266567,121.7708908
2021/05/09,美金飮酒店,臺北市萬華區靑山里三水街110號,25.0360985,121.4981758
2021/05/10,銀河百家樂,宜蘭縣羅東鎭中正北路42號2樓,24.6795451,121.772005
2021/05/10,大地球遊藝場,宜蘭縣宜蘭市新民路121號B1,24.7572512,121.7549325
2021/05/10,巨城電玩,宜蘭縣礁溪鄕信義路34巷17號,24.8266567,121.7708908
2021/05/10,楓香淸茶館,臺北市萬華區西路1段136巷16弄10號,25.0375942,121.4990718
2021/05/10,美金飮酒店,臺北市萬華區靑山里三水街110號,25.0360985,121.4981758
2021/05/10,楓香淸茶館,臺北市萬華區西路1段136巷16弄10號,25.0375942,121.4990718
2021/05/11,Q burger樹林千歲店,新北市樹林區千歲街12號,24.9956768,121.4251366
2021/05/11,保安市場,新北市樹林區保安街一段14巷17號,24.993685,121.4283106
2021/05/11,美金飮酒店,臺北市萬華區靑山里三水街110號,25.0360985,121.4981758
2021/05/11,保安市場,新北市樹林區保安街一段14巷17號,24.993685,121.4283106
